city,state,geoid,portal_cameras,osm_flock_in_limits,ratio,population,median_income,pct_black,pct_hispanic,portal_updated
El Cajon,CA,0621712,103,74,0.7184466019417476,105721.0,64128.0,5.682882303421269,28.28482515299704,2026-09-23
Acworth,GA,1300408,306,32,0.10457516339869281,22318.0,74643.0,22.48409355677032,17.008692535173402,2026-09-23
Adrian,MI,2600440,10,12,1.2,20607.0,40797.0,3.5230746833600235,21.662541854709566,2026-09-22
Ahoskie,NC,3700500,16,3,0.1875,4841.0,38063.0,59.90497831026647,5.515389382359016,2026-09-22
Akron,OH,3901000,146,153,1.047945205479452,190273.0,46596.0,29.29632685667436,3.405107398317155,2026-09-23
Alameda,CA,0600562,36,51,1.4166666666666667,77565.0,129917.0,6.760781280216593,12.089215496680204,2026-09-22
Albany,CA,0600674,35,32,0.9142857142857143,20027.0,124469.0,4.009587057472412,11.819044290208218,2026-09-04
Albany,OR,4101000,4,3,0.75,56348.0,69777.0,0.49336267480655926,14.135373038972102,2026-07-22
Alexandria,MN,2700928,11,9,0.8181818181818182,14400.0,57309.0,0.25,4.416666666666667,2026-09-22
Alexandria,VA,5101000,61,72,1.180327868852459,157594.0,113179.0,20.855489422186125,16.556467885833218,2026-09-23
Alhambra,CA,0600884,54,55,1.0185185185185186,82295.0,80234.0,2.3537274439516374,35.088401482471596,2026-09-23
Alpharetta,GA,1301696,119,97,0.8151260504201681,65884.0,141402.0,11.253111529354623,7.613381094044078,2026-09-23
Altavista,VA,5101528,7,3,0.42857142857142855,3370.0,39761.0,30.771513353115726,1.543026706231454,2026-09-23
Altoona,IA,1901630,51,55,1.0784313725490196,20017.0,89100.0,3.3671379327571564,4.53614427736424,2026-09-23
Altoona,WI,5501550,11,5,0.45454545454545453,8506.0,77002.0,0.5525511403715024,3.068422290148131,2026-08-27
Amherst,OH,3901798,12,9,0.75,12740.0,86250.0,1.978021978021978,6.8995290423861855,2026-09-23
Angier,NC,3701400,13,5,0.38461538461538464,5348.0,54936.0,12.546746447270008,22.213911742707555,2026-09-22
Ankeny,IA,1902305,15,15,1.0,68392.0,101151.0,1.0001169727453503,3.751900807111943,2026-09-22
Anoka,MN,2701720,7,11,1.5714285714285714,17892.0,73118.0,7.740889783143304,6.052984574111335,2026-09-22
Antioch,CA,0602252,18,32,1.7777777777777777,115016.0,90709.0,18.765215274396606,35.10381164359741,2026-09-23
Apex,NC,3701520,8,12,1.5,65541.0,129688.0,7.708152149036481,6.432614699195923,2026-09-23
Apopka,FL,1201700,10,40,4.0,55056.0,87394.0,25.01453065969195,28.36929671607091,2026-09-22
Appleton,WI,5502375,20,16,0.8,75133.0,75469.0,2.623347929671383,6.429930922497438,2026-06-28
Aransas Pass,TX,4803600,10,9,0.9,8720.0,59403.0,3.853211009174312,45.321100917431195,2026-09-18
Arcadia,CA,0602462,50,43,0.86,56181.0,108214.0,1.441768569445186,16.290204873533757,2026-09-22
Arcanum,OH,3902330,5,2,0.4,2790.0,51597.0,1.003584229390681,1.971326164874552,2026-09-23
Argyle,TX,4803768,11,12,1.0909090909090908,4638.0,205246.0,1.1642949547218628,4.182837429926693,2026-09-23
Arlington Heights,IL,1702154,32,33,1.03125,76794.0,113502.0,2.6252050941479803,8.863973747949059,2026-09-23
Arlington,WA,5302585,22,22,1.0,20263.0,89587.0,1.6433894290085378,14.60297093224103,2026-09-22
Arlington,TX,4804000,134,151,1.126865671641791,393469.0,71736.0,22.34864754275432,29.958395705887884,2026-09-22
Arvada,CO,0803455,16,32,2.0,123066.0,106014.0,0.7881949523020167,15.234914598670631,2026-09-22
Ashland,KY,2102368,12,10,0.8333333333333334,21542.0,51250.0,1.4344072045306842,3.0127193389657414,2026-09-23
Ashland,OH,3902568,15,18,1.2,19270.0,56040.0,1.6813700051894136,2.2366372599896214,2026-09-23
Athens,TX,4804504,6,4,0.6666666666666666,12878.0,54828.0,16.997981052958533,30.50163068799503,2026-09-22
Atherton,CA,0603092,53,51,0.9622641509433962,7124.0,250001.0,1.4458169567658619,9.067939359910163,2026-09-22
Aubrey,TX,4804600,58,6,0.10344827586206896,5932.0,93071.0,12.306136210384356,5.2764666217127445,2026-09-23
Auburn,CA,0603204,12,11,0.9166666666666666,13773.0,73074.0,0.5735860015973281,14.738982066361721,2026-09-23
Auburn,IN,1802674,8,12,1.5,13316.0,58635.0,0.06007810153199159,1.1114448783418445,2026-09-23
Auburn,WA,5303180,40,43,1.075,85623.0,87406.0,7.321630870210107,18.982049215748106,2026-09-23
Audubon Park,KY,2102656,2,1,0.5,1412.0,104107.0,3.3994334277620397,2.9745042492917846,2026-09-23
Aurora,CO,0804000,121,270,2.231404958677686,387349.0,78685.0,16.088850106751277,29.684341511143696,2026-09-22
Austell,GA,1304252,15,16,1.0666666666666667,8109.0,64071.0,62.93007769145394,6.9675669009742265,2026-09-23
Aviston,IL,1703181,9,0,0.0,2342.0,99821.0,0.2561912894961571,6.789069171648164,2026-09-23
Avon,IN,1802908,6,26,4.333333333333333,21783.0,98162.0,13.03309920580269,6.899876050130836,2026-09-23
Avon Lake,OH,3903464,11,15,1.3636363636363635,25220.0,103946.0,1.205392545598731,1.8199841395717684,2026-09-23
Bakersfield,CA,0603526,462,166,0.3593073593073593,404321.0,73827.0,6.070176913887728,52.901283880876825,2026-09-22
Baldwin Park,CA,0603666,30,37,1.2333333333333334,71692.0,76002.0,0.8968922613401774,72.7682307649389,2026-09-23
Baraboo,WI,5504625,6,5,0.8333333333333334,12541.0,66592.0,1.1322861015867953,4.010844430268719,2026-09-23
Barling,AR,0503640,8,8,1.0,4833.0,50289.0,2.5036209393751294,9.559279950341402,2026-09-23
Barstow,CA,0604030,87,59,0.6781609195402298,25235.0,52200.0,14.91182880919358,51.57519318406975,2026-09-23
Bartlesville,OK,4004450,8,9,1.125,37314.0,58230.0,3.6367047220882243,6.9464544138929085,2026-09-22
Bartlett,IL,1704013,12,10,0.8333333333333334,40829.0,126555.0,3.8624507090548383,14.952607215459599,2026-09-23
Baton Rouge,LA,2205000,13,135,10.384615384615385,225500.0,50155.0,52.44168514412417,4.3707317073170735,2026-09-22
Bay City,TX,4805984,12,10,0.8333333333333334,17869.0,50212.0,13.47585203424926,57.02613464659466,2026-09-23
Bay Village,OH,3904416,8,7,0.875,16047.0,118816.0,0.6605596061569141,2.7980307845703245,2026-09-23
Baytown,TX,4806128,72,63,0.875,84449.0,61158.0,14.97827090906938,52.237445085199354,2026-09-23
Beardstown,IL,1704351,3,2,0.6666666666666666,5884.0,58804.0,6.424201223657376,38.56220258327668,2026-09-23
Beaumont,CA,0604758,54,58,1.0740740740740742,53544.0,102469.0,9.577170177797699,46.22926938592559,2026-09-23
Bedford,TX,4807132,28,24,0.8571428571428571,49455.0,80924.0,11.667172176726316,17.81013042159539,2026-09-23
Bedford,VA,5105544,14,8,0.5714285714285714,6676.0,41154.0,17.55542240862792,2.516476932294787,2026-09-23
Bee Cave,TX,4807156,2,26,13.0,8771.0,104949.0,1.094516018697982,16.39493786341352,2026-09-23
Beecher,IL,1704585,10,2,0.2,4560.0,98153.0,0.6798245614035088,12.192982456140351,2026-09-22
Bell,CA,0604870,11,9,0.8181818181818182,33377.0,56685.0,2.4837462923570124,89.14222368697007,2026-09-22
Bell Gardens,CA,0604996,23,13,0.5652173913043478,39263.0,53935.0,1.1155540839976568,96.09810763314061,2026-09-23
Bellaire,TX,4807300,44,31,0.7045454545454546,17163.0,215636.0,1.4391423410825612,10.88970459709841,2026-09-23
Belle Isle,FL,1205300,14,13,0.9285714285714286,7020.0,111836.0,4.444444444444445,16.723646723646723,2026-09-23
Bellefontaine,OH,3905130,16,13,0.8125,13785.0,58402.0,4.040623866521582,3.054044250997461,2026-09-23
Bellevue,ID,1606220,2,3,1.5,2554.0,70089.0,0.0,24.90211433046202,2026-09-23
Bellevue,KY,2105446,8,7,0.875,5596.0,66741.0,1.0364546104360257,4.4674767691208,2026-09-23
Belmont,CA,0605108,10,9,0.9,27820.0,185944.0,1.4521926671459382,13.835370237239395,2026-09-22
Belpre,OH,3905424,3,4,1.3333333333333333,6690.0,47474.0,0.852017937219731,2.705530642750374,2026-09-23
Belton,MO,2904384,12,25,2.0833333333333335,24241.0,68030.0,5.973350934367394,8.073099294583557,2026-09-23
Belton,TX,4807492,18,15,0.8333333333333334,23137.0,57025.0,8.173056143838872,27.548947573151228,2026-09-23
Belvedere,CA,0605164,6,3,0.5,2327.0,250001.0,0.5156854318865493,5.58659217877095,2026-09-22
Benicia,CA,0605290,50,50,1.0,27040.0,124375.0,3.5502958579881656,15.025887573964496,2026-09-23
Bentonville,AR,0505320,24,13,0.5416666666666666,54513.0,99074.0,3.8101003430374405,10.010456221451763,2026-09-22
Berkeley,CA,0606000,52,83,1.5961538461538463,121385.0,104716.0,7.5404704040861725,12.072331836717881,2026-09-23
Berwyn,IL,1705573,35,31,0.8857142857142857,56556.0,71300.0,8.216634839804795,61.019166843482566,2026-09-23
Bessemer City,NC,3705220,9,8,0.8888888888888888,5472.0,44440.0,10.105994152046783,8.717105263157896,2026-09-23
Bethany,IL,1705612,2,4,2.0,1227.0,50238.0,0.0,2.037489812550937,2026-09-22
Bettendorf,IA,1906355,65,10,0.15384615384615385,38997.0,100570.0,1.679616380747237,5.020899043516168,2026-09-22
Beverly Hills,CA,0606308,118,72,0.6101694915254238,32406.0,116771.0,1.6632722335369994,7.088193544405357,2026-09-23
Beverly,MA,2505595,4,5,1.25,42414.0,99525.0,2.3718583486584617,6.462488800867638,2026-09-23
Bexley,OH,3906278,10,12,1.2,13537.0,138929.0,4.2328433183127725,4.070325773805127,2026-09-22
Blaine,MN,2706382,31,39,1.2580645161290323,70047.0,100659.0,7.166616700215569,4.776792724884721,2026-09-23
Blairsville,GA,1308480,2,0,0.0,736.0,21827.0,13.179347826086957,15.217391304347826,2026-09-22
Bloomfield,NM,3507880,10,8,0.8,7430.0,49442.0,0.47106325706594887,30.484522207267833,2026-09-22
Blue Ash,OH,3907300,44,36,0.8181818181818182,13325.0,113558.0,10.221388367729832,2.2439024390243905,2026-09-23
Blue Island,IL,1706704,14,6,0.42857142857142855,22934.0,57537.0,33.18217493677509,44.76323362692945,2026-09-22
Blue Springs,MO,2906652,164,75,0.4573170731707317,58720.0,82965.0,6.718324250681199,6.948228882833788,2026-09-22
Bluffton,IN,1806220,4,6,1.5,10461.0,56955.0,2.6574897237357806,5.037759296434375,2026-09-23
Boerne,TX,4809160,17,16,0.9411764705882353,18475.0,82982.0,0.8822733423545331,30.32746955345061,2026-09-23
Boiling Springs,NC,3706800,4,4,1.0,4622.0,90625.0,13.717005625270446,6.46906101254868,2026-09-23
Bolingbrook,IL,1707133,26,20,0.7692307692307693,73755.0,102057.0,17.739814249881363,27.176462612704224,2026-09-22
Bonney Lake,WA,5307170,22,19,0.8636363636363636,22590.0,123462.0,1.2616201859229748,10.783532536520584,2026-09-22
Boone,NC,3707080,3,16,5.333333333333333,19368.0,28242.0,2.55059892606361,4.672655927302768,2026-09-22
Boonsboro,MD,2408625,14,2,0.14285714285714285,3785.0,96111.0,6.842800528401585,1.1889035667107002,2026-09-19
Boston Heights,OH,3907790,8,4,0.5,1242.0,109545.0,1.1272141706924315,0.966183574879227,2026-09-23
Boulder,CO,0807850,31,55,1.7741935483870968,106598.0,80243.0,1.015028424548303,10.74316591305653,2026-09-23
Bourbonnais,IL,1707471,12,12,1.0,18125.0,77738.0,9.837241379310345,8.253793103448276,2026-09-22
Bowling Green,MO,2907660,4,6,1.5,4149.0,44338.0,11.90648348999759,1.0363943118823813,2026-09-23
Bradley,IL,1707744,14,15,1.0714285714285714,15379.0,59746.0,7.016060862214708,10.624878080499382,2026-09-22
Bratenahl,OH,3908336,10,4,0.4,1422.0,162625.0,16.526019690576653,2.8832630098452885,2026-09-22
Brawley,CA,0608058,41,37,0.9024390243902439,26509.0,56229.0,0.2829227809423215,84.55996076804104,2026-09-23
Breese,IL,1707913,5,2,0.4,4376.0,63224.0,0.06855575868372943,4.159049360146252,2026-09-23
Bremen,GA,1310132,14,8,0.5714285714285714,7209.0,88545.0,3.620474406991261,0.0,2026-09-23
Bremen,IN,1807318,5,5,1.0,4667.0,63179.0,0.042854081851296334,21.0413541889865,2026-09-23
Brentwood,MO,2908236,10,22,2.2,8173.0,89688.0,3.511562461764346,1.5294261593050287,2026-09-23
Brewster,OH,3908504,7,4,0.5714285714285714,2093.0,54028.0,1.1466794075489728,0.0,2026-09-22
Bridgewater,VA,5109656,5,4,0.8,6575.0,72051.0,2.783269961977186,5.216730038022813,2026-09-22
Brisbane,CA,0608310,16,14,0.875,4756.0,137583.0,0.021026072329688814,22.939444911690497,2026-09-23
Bristol,CT,0908420,14,13,0.9285714285714286,61052.0,82094.0,6.807311799777239,20.266330341348358,2026-09-23
Broadway,VA,5110040,8,7,0.875,4169.0,62123.0,0.0,8.827056848165027,2026-09-22
Brook Park,OH,3909288,18,10,0.5555555555555556,18509.0,64046.0,5.289318709816846,6.710249068020963,2026-09-22
Brooklyn Center,MN,2707948,9,26,2.888888888888889,33109.0,70692.0,31.54731341931197,14.956658310429189,2026-09-23
Brookneal,VA,5110296,4,1,0.25,1225.0,42019.0,34.93877551020408,0.40816326530612246,2026-09-23
Brookville,OH,3909358,18,7,0.3888888888888889,6035.0,59158.0,1.0107705053852527,0.8450704225352113,2026-09-23
Broomfield,CO,0809280,6,68,11.333333333333334,73946.0,117541.0,1.1995239769561572,13.181240364590376,2026-09-23
Bryan,TX,4810912,22,34,1.5454545454545454,84820.0,55234.0,16.68592313133695,40.52935628389531,2026-09-22
Bryant,AR,0509460,9,21,2.3333333333333335,20750.0,76282.0,15.137349397590361,4.448192771084337,2026-09-22
Buckeye,AZ,0407940,72,68,0.9444444444444444,95042.0,94188.0,5.115633088529282,44.64868163548747,2026-09-22
Buda,TX,4811080,6,14,2.3333333333333335,14997.0,105378.0,1.0002000400080016,31.919717276788692,2026-09-23
Buena Park,CA,0608786,18,11,0.6111111111111112,83542.0,101586.0,2.1486198558808742,40.03734648440305,2026-09-23
Burbank,CA,0608954,57,61,1.0701754385964912,106389.0,91455.0,2.922294598125746,24.21020970213086,2026-09-23
Burlingame,CA,0609066,18,21,1.1666666666666667,30995.0,165940.0,1.203419906436522,13.62477819003065,2026-09-22
Burlington,IA,1909550,12,15,1.25,23976.0,51628.0,5.739072405739073,4.600433767100434,2026-09-22
Burr Ridge,IL,1709980,43,20,0.46511627906976744,11131.0,174342.0,0.3324049950588447,4.851316144102057,2026-09-22
Cabot,AR,0510300,9,9,1.0,26543.0,69094.0,3.7410993482274044,5.553253211769581,2026-09-22
Caldwell,ID,1612250,89,45,0.5056179775280899,61212.0,65259.0,0.3839116513102006,37.90923348363066,2026-09-22
Calistoga,CA,0609892,6,6,1.0,5191.0,96667.0,0.5586592178770949,39.221729917164325,2026-09-22
Campbell,CA,0610345,19,21,1.105263157894737,43464.0,141794.0,1.5645131603165838,17.600773053561568,2026-09-22
Capitola,CA,0611040,10,10,1.0,9921.0,91850.0,0.03023888720895071,27.214998488055638,2026-09-23
Carlisle,IA,1910765,5,1,0.2,4116.0,94214.0,0.4616132167152575,2.186588921282799,2026-09-22
Carlyle,IL,1711228,6,1,0.16666666666666666,3252.0,65286.0,2.644526445264453,1.4145141451414514,2026-09-23
Carolina Beach,NC,3710500,5,6,1.2,6583.0,87159.0,0.0,5.423059395412426,2026-09-23
Carrollton,OH,3912280,5,7,1.4,3270.0,62444.0,1.437308868501529,0.581039755351682,2026-09-23
Carrollton,TX,4813024,67,76,1.1343283582089552,132284.0,95380.0,9.958120407607874,31.89425780895649,2026-09-23
Casa Grande,AZ,0410530,92,109,1.184782608695652,55186.0,64535.0,3.6277316710759977,44.62182437574747,2026-09-22
Casey,IL,1711618,5,1,0.2,2294.0,46296.0,0.3923278116826504,5.361813426329555,2026-09-23
Castle Hills,TX,4813276,12,11,0.9166666666666666,3982.0,102768.0,0.45203415369161226,49.42240080361627,2026-09-23
Castle Rock,CO,0812415,32,64,2.0,74065.0,135985.0,0.7155876594882873,10.679808276513873,2026-09-22
Cathedral City,CA,0612048,35,41,1.1714285714285715,51964.0,63209.0,1.6280501885921022,58.935031945192826,2026-09-22
Cayuga Heights,NY,3613079,4,3,0.75,4044.0,121202.0,2.893175074183976,11.572700296735905,2026-09-22
Cedar Bluff,VA,5113784,4,4,1.0,1210.0,41094.0,0.0,0.0,2026-09-23
Cedar Lake,IN,1811062,4,1,0.25,14215.0,84444.0,0.10552233556102708,3.341540626099191,2026-09-23
Cedar Rapids,IA,1912000,70,73,1.042857142857143,136929.0,66895.0,8.448173871130294,4.287623512915452,2026-09-22
Celina,TX,4813684,48,39,0.8125,21501.0,142643.0,5.743918887493605,16.613180782289195,2026-09-22
Centerton,AR,0512820,17,2,0.11764705882352941,18655.0,104464.0,5.2479228088984184,10.142053068882337,2026-09-04
Central Falls,RI,4414140,10,3,0.3,22359.0,43092.0,6.887606780267454,69.08627398363075,2026-09-23
Central,LA,2213960,11,15,1.3636363636363635,29518.0,82714.0,8.388102174944102,2.6153533437224743,2026-09-22
Centralia,WA,5311160,17,17,1.0,18234.0,50422.0,0.8665131073818142,17.7799714818471,2026-09-22
Chadbourn,NC,3711640,24,1,0.041666666666666664,1548.0,23477.0,58.01033591731266,3.746770025839793,2026-09-22
Chadron,NE,3108605,3,3,1.0,5255.0,53728.0,3.691722169362512,2.7783063748810655,2026-09-22
Chamblee,GA,1315172,413,100,0.24213075060532688,29980.0,76682.0,18.202134756504336,34.59973315543696,2026-09-22
Champaign,IL,1712385,85,84,0.9882352941176471,88628.0,58273.0,17.019452091889697,6.20345714672564,2026-09-22
Champlin,MN,2710846,7,0,0.0,23666.0,113570.0,9.549564776472577,1.4746894278712077,2026-09-23
Chardon,OH,3913554,7,9,1.2857142857142858,5248.0,86480.0,1.4291158536585367,1.9435975609756098,2026-06-01
Charlottesville,VA,5114968,2,0,0.0,46289.0,67177.0,16.98459677245134,5.843720970424939,2026-09-23
Chase City,VA,5114984,1,1,1.0,2339.0,46596.0,40.316374519025224,1.6673792218896966,2026-09-22
Chatham,IL,1712684,19,3,0.15789473684210525,14437.0,104000.0,2.223453626099605,1.2606497194708042,2026-09-23
Chesapeake,VA,5116000,67,87,1.2985074626865671,249377.0,92703.0,28.57681341904025,7.048765523685023,2026-09-22
Chesterfield,MO,2913600,11,45,4.090909090909091,49645.0,137052.0,3.4081982072716284,3.2087823547185015,2026-07-22
Cheyenne,WY,5613900,23,29,1.2608695652173914,64795.0,74989.0,2.578902693109036,16.456516706535997,2026-09-23
Chilhowie,VA,5116480,4,2,0.5,2371.0,60313.0,4.217629692113032,3.753690425980599,2026-09-22
Chino Valley,AZ,0412840,6,4,0.6666666666666666,13120.0,55682.0,0.4573170731707317,16.242378048780488,2026-09-22
Christiansburg,VA,5116608,3,9,3.0,22947.0,71468.0,5.395040746067024,3.002571142197237,2026-09-22
Chula Vista,CA,0613392,150,124,0.8266666666666667,276103.0,101984.0,4.852899099249194,60.169212214282354,2026-09-23
Cibolo,TX,4814920,77,51,0.6623376623376623,32640.0,116510.0,15.168504901960784,27.714460784313726,2026-09-23
Citrus Heights,CA,0613588,75,68,0.9066666666666666,87127.0,75022.0,2.8429763448758707,19.664397947823293,2026-09-22
Franklin,VA,5129600,32,14,0.4375,8194.0,57537.0,51.40346595069563,3.2828899194532584,2026-09-22
Lemoore,CA,0641152,20,13,0.65,26955.0,78366.0,4.8154331292895565,44.75236505286589,2026-09-22
Peoria,AZ,0454050,75,95,1.2666666666666666,191292.0,86759.0,3.2761432783388744,21.43529264161596,2026-09-22
Riverside,CA,0662000,119,133,1.1176470588235294,316076.0,83448.0,5.397436059681849,55.362317923537375,2026-09-22
Willard,MO,2979882,19,16,0.8421052631578947,6342.0,76500.0,0.0315357931251971,2.507095553453169,2026-08-26
Claremont,CA,0613756,6,4,0.6666666666666666,36891.0,115091.0,5.437640616952645,24.350112493562115,2026-09-23
Clarksville,VA,5116992,3,3,1.0,1629.0,59375.0,15.899324739103745,1.9643953345610805,2026-09-22
Clayton,DE,1015440,4,3,0.75,3978.0,98367.0,41.55354449472097,8.672699849170437,2026-09-23
Clayton,MO,2914572,20,23,1.15,17212.0,125829.0,8.587032303044388,3.3987915407854983,2026-09-23
Clear Lake,IA,1914025,11,9,0.8181818181818182,7642.0,66900.0,0.4710808688824915,3.205967024339178,2026-09-22
Clearlake,CA,0613945,30,16,0.5333333333333333,16612.0,41047.0,4.3221767397062365,30.3214543703347,2026-09-22
Clinton,IA,1914430,8,10,1.25,24524.0,55196.0,5.121513619311695,4.787147284292938,2026-09-23
Clive,IA,1914520,20,20,1.0,18576.0,124908.0,4.974160206718346,9.781438415159345,2026-09-23
Clover,SC,4515355,7,5,0.7142857142857143,6800.0,63649.0,15.455882352941176,12.058823529411764,2026-09-23
Cloverdale,CA,0614190,8,8,1.0,8964.0,96894.0,0.33467202141900937,36.60196340919232,2026-09-23
Erie,CO,0824950,24,35,1.4583333333333333,30447.0,154509.0,0.14451341675698756,10.710414819194009,2026-09-22
Lafayette,CO,0841835,30,32,1.0666666666666667,30295.0,105819.0,0.7162898168014524,16.725532266050504,2026-09-23
Coldwater,MI,2617020,5,5,1.0,13704.0,48531.0,5.027729130180969,8.304144775248103,2026-09-23
College Place,WA,5313855,8,7,0.875,9796.0,60417.0,0.3674969375255206,18.129848917925685,2026-09-23
College Station,TX,4815976,90,80,0.8888888888888888,120451.0,52397.0,7.752530074470116,17.86535603689467,2026-09-22
Collegedale,TN,4716300,6,14,2.3333333333333335,11001.0,69942.0,11.608035633124262,11.362603399690936,2026-09-22
Colleyville,TX,4815988,19,21,1.105263157894737,25876.0,196298.0,3.7950224145926725,8.154274230947596,2026-09-22
Colma,CA,0614736,11,7,0.6363636363636364,1376.0,123864.0,2.979651162790698,40.69767441860465,2026-09-23
Colonial Beach,VA,5118400,4,3,0.75,3895.0,55731.0,9.011553273427472,1.10397946084724,2026-09-23
Colonial Heights,VA,5118448,14,12,0.8571428571428571,18158.0,72216.0,16.571208282850534,7.247494217424826,2026-09-22
Colton,CA,0614890,41,34,0.8292682926829268,53959.0,66725.0,8.821512629959784,72.77747919716822,2026-09-22
Columbia Heights,MN,2712700,5,9,1.8,21822.0,70470.0,23.801668041426083,12.904408395197507,2026-09-22
Columbia,MO,2915670,114,111,0.9736842105263158,126172.0,60455.0,11.084075706178867,3.8796246393811624,2026-09-22
Columbus,NC,3713980,4,5,1.25,1087.0,53333.0,2.0239190432382705,21.8951241950322,2026-09-23
Columbus,WI,5516450,4,4,1.0,5481.0,65727.0,1.8244845831052727,1.4230979748221126,2026-09-23
Commerce City,CO,0816495,88,58,0.6590909090909091,63050.0,96484.0,3.7287866772402856,48.434575733544804,2026-09-23
Conroe,TX,4816432,56,79,1.4107142857142858,92475.0,71630.0,11.25168964585023,28.987293863206272,2026-09-23
Conway,AR,0515190,20,32,1.6,65159.0,54036.0,18.418023603799934,5.133596279869243,2026-09-23
Conyers,GA,1319336,142,51,0.3591549295774648,17415.0,53500.0,62.88831467126041,10.502440424921046,2026-09-22
Coon Rapids,MN,2713114,14,31,2.2142857142857144,63296.0,85445.0,9.044805358948432,4.480535894843276,2026-09-23
Coralville,IA,1916230,2,11,5.5,22494.0,67691.0,13.923712990130701,4.210011558637859,2026-02-25
Corcoran,MN,2713168,9,7,0.7777777777777778,6549.0,155385.0,1.1757520232096503,1.0688654756451366,2026-09-22
Corinth,TX,4816696,13,12,0.9230769230769231,22502.0,116083.0,9.354724024531153,14.487601102124255,2026-09-23
Corona,CA,0616350,282,78,0.2765957446808511,158346.0,103727.0,5.482929786669698,48.39149710128453,2026-09-23
Coronado,CA,0616378,9,9,1.0,18871.0,125558.0,3.42854114779291,20.179110804938794,2026-09-22
Corydon,IN,1815256,4,3,0.75,3153.0,54125.0,2.6324135743736123,6.470028544243577,2026-09-23
Costa Mesa,CA,0616532,46,78,1.6956521739130435,111490.0,104981.0,1.2781415373576106,36.22567046371872,2026-09-22
Cottage Grove,WI,5517175,12,11,0.9166666666666666,7567.0,123750.0,0.4889652438218581,5.246464913439937,2026-09-23
Council Bluffs,IA,1916860,37,26,0.7027027027027027,62670.0,61181.0,2.016913993936493,10.29041008456997,2026-09-22
Covina,CA,0616742,26,25,0.9615384615384616,50717.0,89650.0,3.2829228858173787,61.754441311591776,2026-09-22
Coweta,OK,4017800,2,3,1.5,9903.0,57166.0,4.705644754114915,4.715742704231041,2026-09-05
Cranston,RI,4419180,36,32,0.8888888888888888,82691.0,83123.0,4.504722400261214,18.29461489158433,2026-09-23
Crystal Lake,IL,1717887,12,12,1.0,40463.0,103018.0,0.8872303091713417,11.511751476657688,2026-09-23
Crystal Springs,MS,2817060,10,8,0.8,4820.0,44653.0,64.10788381742739,5.933609958506224,2026-09-22
Culpeper,VA,5120752,18,12,0.6666666666666666,20105.0,86940.0,18.43819945287242,20.46754538671972,2026-09-22
Culver City,CA,0617568,52,41,0.7884615384615384,40357.0,114429.0,7.7632133211091015,20.251753103550808,2026-09-23
Cumberland,WI,5518025,4,4,1.0,2714.0,42760.0,0.0,10.906411201179072,2026-09-22
Dagsboro,DE,1018950,2,1,0.5,1338.0,65625.0,9.715994020926756,6.4275037369207775,2026-09-23
Dallas,TX,4819000,694,914,1.3170028818443804,1300642.0,63985.0,23.290421191995954,42.39806188020993,2026-09-23
Dalton,GA,1321380,13,10,0.7692307692307693,34358.0,57163.0,5.206938704231911,51.49019151289365,2026-09-22
Damascus,VA,5121184,3,0,0.0,767.0,33750.0,0.0,1.0430247718383312,2026-09-23
Danville,CA,0617988,51,33,0.6470588235294118,43449.0,209518.0,0.5546732951276209,6.952979355105986,2026-09-22
Danville,VA,5121344,21,20,0.9523809523809523,42507.0,41484.0,49.916484343755144,4.914484673112664,2026-09-22
Darien,IL,1718628,12,14,1.1666666666666667,21953.0,110546.0,2.2457067371202113,7.953354894547442,2026-09-23
Davenport,IA,1919000,10,11,1.1,101448.0,59890.0,10.837079094708619,9.06868543490261,2026-09-23
Davidson,NC,3716400,24,15,0.625,15199.0,140938.0,8.178169616422133,3.4541746167511023,2026-09-23
Dayton,MN,2715022,7,0,0.0,7745.0,138654.0,4.622336991607488,6.0942543576500965,2026-09-23
Dayton,OH,3921000,174,79,0.4540229885057471,137305.0,41443.0,37.87917410145297,5.223407741888496,2026-09-23
Deephaven,MN,2715148,4,4,1.0,3852.0,164149.0,0.0778816199376947,2.1806853582554515,2026-09-22
Deer Park,TX,4819624,11,6,0.5454545454545454,34046.0,89219.0,2.16471832226987,41.58785173001234,2026-09-22
DeKalb,IL,1719161,9,7,0.7777777777777778,40697.0,47410.0,14.529326485981768,16.116667076197263,2026-09-22
Del City,OK,4019900,10,10,1.0,21682.0,48200.0,21.02665805737478,13.64265289179965,2026-09-22
Delafield,WI,5519400,9,8,0.8888888888888888,7181.0,99239.0,1.3229355243002368,4.692939701991366,2026-09-23
Delano,CA,0618394,45,28,0.6222222222222222,50498.0,53639.0,4.130856667590796,75.72775159412254,2026-09-23
Delmar,MD,2422600,1,1,1.0,3897.0,69028.0,16.602514754939698,9.494482935591481,2026-09-23
Delphi,IN,1817614,5,2,0.4,2985.0,47688.0,0.20100502512562815,15.577889447236181,2026-09-22
Denton,TX,4819972,10,63,6.3,142262.0,71921.0,11.291841812992928,24.136452460952327,2026-09-23
Derby,KS,2017800,16,16,1.0,25551.0,79581.0,1.3972055888223553,10.86845916011115,2026-09-23
Des Moines,WA,5317635,14,12,0.8571428571428571,32667.0,81362.0,9.5692901092846,18.207977469617656,2026-09-22
Desert Hot Springs,CA,0618996,26,24,0.9230769230769231,32386.0,45863.0,8.583956030383499,61.09121225220775,2026-09-23
